0.53257E-18 0.46619E-21 0.00000E+01 293124 0 0 15977 0.29960E+23 0.00000E+01 0.53257E-18 0.00000E+01 0.00000E+01 0
1 5.2824e-19 1.1341e-21 0.11185 6.1319e-19 5.2824e-19
2 5.4096e-19 6.8379e-21 0.93128 1.9021e-17 5.4096e-19
3 5.3053e-19 1.7909e-21 0.35172 1.9008e-17 5.3053e-19
4 5.3765e-19 3.838e-21 0.74378 1.8994e-17 5.3765e-19
5 5.388e-19 2.8388e-21 0.77634 1.9025e-17 5.388e-19
6 5.3389e-19 1.4502e-21 0.56604 2.1618e-17 5.3389e-19
7 5.3441e-19 6.9015e-21 0.67278 1.8973e-17 5.3441e-19
8 5.3954e-19 5.9575e-21 0.81352 1.9063e-17 5.3954e-19
9 5.313e-19 1.7701e-21 0.34713 1.8888e-17 5.313e-19
10 5.3559e-19 6.9028e-21 0.67142 1.9028e-17 5.3559e-19
11 5.3183e-19 3.4848e-21 0.48276 1.8952e-17 5.3183e-19
12 5.3652e-19 3.4061e-21 0.66146 1.9e-17 5.3652e-19
13 5.3333e-19 1.7389e-21 0.16985 6.2919e-19 5.3333e-19
14 5.3492e-19 1.1778e-21 0.16223 6.2919e-19 5.3492e-19
15 5.3517e-19 8.2554e-22 0.16073 6.1372e-19 5.3517e-19
16 5.4301e-19 9.7014e-21 0.93075 1.9085e-17 5.4301e-19
17 5.3602e-19 4.8487e-21 0.66644 1.8934e-17 5.3602e-19
18 5.342e-19 2.9851e-21 0.58221 1.8962e-17 5.342e-19
19 5.3002e-19 1.0105e-21 0.099325 6.0255e-19 5.3002e-19
20 5.3146e-19 3.4923e-21 0.48412 1.8912e-17 5.3146e-19
21 5.3238e-19 2.4676e-21 0.48292 1.9031e-17 5.3238e-19
22 5.3064e-19 9.3587e-22 0.09188 6.1169e-19 5.3064e-19
23 5.3301e-19 3.4637e-21 0.47878 1.888e-17 5.3301e-19
24 5.3107e-19 1.781e-21 0.34941 1.8954e-17 5.3107e-19
25 5.3544e-19 6.8551e-21 0.66698 1.8906e-17 5.3544e-19
26 5.3486e-19 4.8649e-21 0.67013 1.894e-17 5.3486e-19
27 5.3286e-19 2.4702e-21 0.483 1.9093e-17 5.3286e-19
28 5.3063e-19 9.1949e-22 0.090273 6.1223e-19 5.3063e-19
29 5.3274e-19 3.4883e-21 0.48241 1.9006e-17 5.3274e-19
30 5.3617e-19 3.4338e-21 0.66727 1.9006e-17 5.3617e-19
31 5.2864e-19 1.1601e-21 0.11433 5.9988e-19 5.2864e-19
32 5.3593e-19 4.8558e-21 0.66754 1.8926e-17 5.3593e-19
33 5.3043e-19 1.79e-21 0.35162 1.8986e-17 5.3043e-19
34 5.3716e-19 6.8693e-21 0.66622 1.8988e-17 5.3716e-19
35 5.3626e-19 4.8598e-21 0.66767 1.897e-17 5.3626e-19
36 5.3369e-19 2.6383e-21 0.51508 2.1693e-17 5.3369e-19
