##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d01 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +2.2538400e-08   +9.7992001e-10
  +3.0000000e-02   +6.0000000e-02   +2.2027100e-08   +9.6875135e-10
  +6.0000000e-02   +9.0000000e-02   +2.3007100e-08   +9.9006004e-10
  +9.0000000e-02   +1.2000000e-01   +2.2368000e-08   +9.7621470e-10
  +1.2000000e-01   +1.5000000e-01   +2.1984600e-08   +9.6781266e-10
  +1.5000000e-01   +1.8000000e-01   +1.8150000e-08   +8.7936302e-10
  +1.8000000e-01   +2.1000000e-01   +1.8064900e-08   +8.7730012e-10
  +2.1000000e-01   +2.4000000e-01   +1.7553400e-08   +8.6479500e-10
  +2.4000000e-01   +2.7000000e-01   +1.2440800e-08   +7.2804533e-10
  +2.7000000e-01   +3.0000000e-01   +9.8419400e-09   +6.4754572e-10
  +3.0000000e-01   +3.3000000e-01   +6.4334500e-09   +5.2354747e-10
  +3.3000000e-01   +3.6000000e-01   +5.4961300e-09   +4.8391162e-10
  +3.6000000e-01   +3.9000000e-01   +3.0675900e-09   +3.6152563e-10
  +3.9000000e-01   +4.2000000e-01   +9.7992000e-10   +2.0432769e-10
  +4.2000000e-01   +4.5000000e-01   +6.3908000e-10   +1.6501058e-10
  +4.5000000e-01   +4.8000000e-01   +5.5387000e-10   +1.5361602e-10
  +4.8000000e-01   +5.1000000e-01   +5.1126700e-10   +1.4758951e-10
  +5.1000000e-01   +5.4000000e-01   +2.1302900e-10   +9.5269291e-11
  +5.4000000e-01   +5.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.7000000e-01   +6.0000000e-01   +4.2606000e-11   +4.2606000e-11
  +6.0000000e-01   +6.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.3000000e-01   +6.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.6000000e-01   +6.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.9000000e-01   +7.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.2000000e-01   +7.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.5000000e-01   +7.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.8000000e-01   +8.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.1000000e-01   +8.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.4000000e-01   +8.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.7000000e-01   +9.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-01   +9.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.3000000e-01   +9.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.6000000e-01   +9.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.9000000e-01   +1.0200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0200000e+00   +1.0500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0500000e+00   +1.0800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0800000e+00   +1.1100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1100000e+00   +1.1400000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1400000e+00   +1.1700000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1700000e+00   +1.2000000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2000000e+00   +1.2300000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2300000e+00   +1.2600000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2600000e+00   +1.2900000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2900000e+00   +1.3200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3200000e+00   +1.3500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3500000e+00   +1.3800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3800000e+00   +1.4100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4100000e+00   +1.4400000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4400000e+00   +1.4700000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4700000e+00   +1.5000000e+00   +0.0000000e+00   +0.0000000e+00
  +1.5000000e+00   +1.5300000e+00   +0.0000000e+00   +0.0000000e+00
  +1.5300000e+00   +1.5600000e+00   +0.0000000e+00   +0.0000000e+00
  +1.5600000e+00   +1.5900000e+00   +0.0000000e+00   +0.0000000e+00
  +1.5900000e+00   +1.6200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.6200000e+00   +1.6500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.6500000e+00   +1.6800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.6800000e+00   +1.7100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.7100000e+00   +1.7400000e+00   +0.0000000e+00   +0.0000000e+00
  +1.7400000e+00   +1.7700000e+00   +0.0000000e+00   +0.0000000e+00
  +1.7700000e+00   +1.8000000e+00   +0.0000000e+00   +0.0000000e+00
  +1.8000000e+00   +1.8300000e+00   +0.0000000e+00   +0.0000000e+00
  +1.8300000e+00   +1.8600000e+00   +0.0000000e+00   +0.0000000e+00
  +1.8600000e+00   +1.8900000e+00   +0.0000000e+00   +0.0000000e+00
  +1.8900000e+00   +1.9200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.9200000e+00   +1.9500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.9500000e+00   +1.9800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.9800000e+00   +2.0100000e+00   +0.0000000e+00   +0.0000000e+00
  +2.0100000e+00   +2.0400000e+00   +0.0000000e+00   +0.0000000e+00
  +2.0400000e+00   +2.0700000e+00   +0.0000000e+00   +0.0000000e+00
  +2.0700000e+00   +2.1000000e+00   +0.0000000e+00   +0.0000000e+00
  +2.1000000e+00   +2.1300000e+00   +0.0000000e+00   +0.0000000e+00
  +2.1300000e+00   +2.1600000e+00   +0.0000000e+00   +0.0000000e+00
  +2.1600000e+00   +2.1900000e+00   +0.0000000e+00   +0.0000000e+00
  +2.1900000e+00   +2.2200000e+00   +0.0000000e+00   +0.0000000e+00
  +2.2200000e+00   +2.2500000e+00   +0.0000000e+00   +0.0000000e+00
  +2.2500000e+00   +2.2800000e+00   +0.0000000e+00   +0.0000000e+00
  +2.2800000e+00   +2.3100000e+00   +0.0000000e+00   +0.0000000e+00
  +2.3100000e+00   +2.3400000e+00   +0.0000000e+00   +0.0000000e+00
  +2.3400000e+00   +2.3700000e+00   +0.0000000e+00   +0.0000000e+00
  +2.3700000e+00   +2.4000000e+00   +0.0000000e+00   +0.0000000e+00
  +2.4000000e+00   +2.4300000e+00   +0.0000000e+00   +0.0000000e+00
  +2.4300000e+00   +2.4600000e+00   +0.0000000e+00   +0.0000000e+00
  +2.4600000e+00   +2.4900000e+00   +0.0000000e+00   +0.0000000e+00
  +2.4900000e+00   +2.5200000e+00   +0.0000000e+00   +0.0000000e+00
  +2.5200000e+00   +2.5500000e+00   +0.0000000e+00   +0.0000000e+00
  +2.5500000e+00   +2.5800000e+00   +0.0000000e+00   +0.0000000e+00
  +2.5800000e+00   +2.6100000e+00   +0.0000000e+00   +0.0000000e+00
  +2.6100000e+00   +2.6400000e+00   +0.0000000e+00   +0.0000000e+00
  +2.6400000e+00   +2.6700000e+00   +0.0000000e+00   +0.0000000e+00
  +2.6700000e+00   +2.7000000e+00   +0.0000000e+00   +0.0000000e+00
  +2.7000000e+00   +2.7300000e+00   +0.0000000e+00   +0.0000000e+00
  +2.7300000e+00   +2.7600000e+00   +0.0000000e+00   +0.0000000e+00
  +2.7600000e+00   +2.7900000e+00   +0.0000000e+00   +0.0000000e+00
  +2.7900000e+00   +2.8200000e+00   +0.0000000e+00   +0.0000000e+00
  +2.8200000e+00   +2.8500000e+00   +0.0000000e+00   +0.0000000e+00
  +2.8500000e+00   +2.8800000e+00   +0.0000000e+00   +0.0000000e+00
  +2.8800000e+00   +2.9100000e+00   +0.0000000e+00   +0.0000000e+00
  +2.9100000e+00   +2.9400000e+00   +0.0000000e+00   +0.0000000e+00
  +2.9400000e+00   +2.9700000e+00   +0.0000000e+00   +0.0000000e+00
  +2.9700000e+00   +3.0000000e+00   +0.0000000e+00   +0.0000000e+00
<\histogram>
##& xmin & xmax & central value & dy & 

<histogram> 100 "log10d12 [] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +3.0000000e-02   +1.8064800e-08   +8.7730022e-10
  +3.0000000e-02   +6.0000000e-02   +1.4187700e-08   +7.7747989e-10
  +6.0000000e-02   +9.0000000e-02   +1.2483400e-08   +7.2928778e-10
  +9.0000000e-02   +1.2000000e-01   +1.0097600e-08   +6.5590444e-10
  +1.2000000e-01   +1.5000000e-01   +8.8621200e-09   +6.1446965e-10
  +1.5000000e-01   +1.8000000e-01   +4.8570200e-09   +4.5490695e-10
  +1.8000000e-01   +2.1000000e-01   +4.7292300e-09   +4.4888176e-10
  +2.1000000e-01   +2.4000000e-01   +3.3232400e-09   +3.7628553e-10
  +2.4000000e-01   +2.7000000e-01   +1.2355700e-09   +2.2943797e-10
  +2.7000000e-01   +3.0000000e-01   +9.3732200e-10   +1.9983690e-10
  +3.0000000e-01   +3.3000000e-01   +2.9824000e-10   +1.1272383e-10
  +3.3000000e-01   +3.6000000e-01   +8.9471900e-10   +1.9524287e-10
  +3.6000000e-01   +3.9000000e-01   +3.8345300e-10   +1.2781754e-10
  +3.9000000e-01   +4.2000000e-01   +4.2606000e-11   +4.2606000e-11
  +4.2000000e-01   +4.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +4.5000000e-01   +4.8000000e-01   +4.2606000e-11   +4.2606000e-11
  +4.8000000e-01   +5.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.1000000e-01   +5.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.4000000e-01   +5.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +5.7000000e-01   +6.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.0000000e-01   +6.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.3000000e-01   +6.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.6000000e-01   +6.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +6.9000000e-01   +7.2000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.2000000e-01   +7.5000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.5000000e-01   +7.8000000e-01   +0.0000000e+00   +0.0000000e+00
  +7.8000000e-01   +8.1000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.1000000e-01   +8.4000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.4000000e-01   +8.7000000e-01   +0.0000000e+00   +0.0000000e+00
  +8.7000000e-01   +9.0000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.0000000e-01   +9.3000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.3000000e-01   +9.6000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.6000000e-01   +9.9000000e-01   +0.0000000e+00   +0.0000000e+00
  +9.9000000e-01   +1.0200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0200000e+00   +1.0500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0500000e+00   +1.0800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.0800000e+00   +1.1100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1100000e+00   +1.1400000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1400000e+00   +1.1700000e+00   +0.0000000e+00   +0.0000000e+00
  +1.1700000e+00   +1.2000000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2000000e+00   +1.2300000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2300000e+00   +1.2600000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2600000e+00   +1.2900000e+00   +0.0000000e+00   +0.0000000e+00
  +1.2900000e+00   +1.3200000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3200000e+00   +1.3500000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3500000e+00   +1.3800000e+00   +0.0000000e+00   +0.0000000e+00
  +1.3800000e+00   +1.4100000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4100000e+00   +1.4400000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4400000e+00   +1.4700000e+00   +0.0000000e+00   +0.0000000e+00
  +1.4700000e+00   +1.5000000e+00   +0.0000000e+00   +0.0000000e+00
  +1.5000000e+00   +1.5300000e+00   +0.0000000e+00   +0.0000000e+00
